X,SITE_ID,fire_year,Incid_Name,Ig_Date,rank.x,X.x.x,OBJECTID.x,survey_year.x,site_survey_id,QC_visit.x,pf_survey,YPF,fire_site_id,rank.y,ignition_date,ppc_burned_perc,ppc_himod_perc,ppc_burned_sqkm,ppc_himod_sqkm,ppc_area_sqkm,rip_burned_perc,rip_himod_perc,rip_burned_sqkm,rip_himod_sqkm,rip_area_sqkm,reach_burned_perc,reach_himod_perc,reach_burned_sqkm,reach_himod_sqkm,reach_area_sqkm,ppc_burn_ratio,rip_burn_ratio,reach_burn_ratio,SITE.x,CREEK_CODE.x,TERRA_PROV,AQUA_PROV,HU_12_NAME,COUNTY,STATES,SUBREGION,REGION,BASIN,SUBBASIN,pebs_measured,n_fines,n_bedrock,n_pebble,n_cobble,n_boulder,perc_fines,perc_bedrock,perc_pebble,perc_cobble,perc_boulder,D16,D50,D84,Rowid.x,elev_min,elev_max,relief,elev_mean,elev_std,elev_median,OBJECTID.y,CREEK_CODE.y,SITE.y,area_sqkm.x,Rowid.y,slope_min,slope_max,slope_range,slope_mean,slope_std,slope_median,slope23d_perc_greater,area_greater_slope23d,COMID.x,CreekCode.x,REGIONID.x,WSAREASQKM,SANDWS,CLAYWS,ELEVWS,WETINDEXWS,KFFACTWS,AGKFFACTWS,BFIWS,PCTGLACLAKEFINEWS,PCTGLACTILCLAYWS,PCTGLACTILLOAMWS,PCTNONCARBRESIDWS,PCTCOASTCRSWS,PCTGLACLAKECRSWS,PCTEXTRUVOLWS,PCTEOLFINEWS,PCTEOLCRSWS,PCTGLACTILCRSWS,PCTSILICICWS,PCTSALLAKEWS,PCTCARBRESIDWS,PCTALLUVCOASTWS,PCTALKINTRUVOLWS,PCTWATERWS,PCTHYDRICWS,PCTCOLLUVSEDWS,RUNOFFWS,RDCRSWS,RDCRSSLPWTDWS,TMAX8110WS,TMIN8110WS,PRECIP8110WS,TMEAN8110WS,COMPSTRGTHWS,NWS,HYDRLCONDWS,MGOWS,K2OWS,AL2O3WS,NA2OWS,SIO2WS,CAOWS,P2O5WS,SWS,FE2O3WS,PERMWS,WTDEPWS,RCKDEPWS,OMWS,RDDENSWS,PRECIP08WS,TMEAN08WS,TMEAN09WS,PRECIP09WS,REGIONID.y,WSAREASQKMRP100,RDDENSWSRP100,stream_gradient,stream_slope,dom_geology,X.y.x,channel_freq,creek_code.x,reach_length_surveyed,OBJECTID.x.x,CREEK_CODE,SITE,area_sqkm.y,X.x.x.x,COMID.y,CreekCode.y,RL,VBA,SWA,CatArea,VBL,VBL_RL_R,VBA_RWA_R,inWtrbdy,Confinement,bankfull_mean,mean_ad,mean_cc,mean_ddi,X.y.y,site_id.x,survey_year.y,reach_length,frequency_km,aggr_pieces_km,aggr_perc_km,vol_km,site_id.y,high_flow_count,usgs_site,distance_m,distance_km,X.x.y,creek_code.y,site,survey_date,survey_type,channel_width,reach_length_bankfull,upstream_length,main_or_trib,X.y.y.y,OBJECTID.y.y,survey_year,QC_visit.y,survey_date2,survey_date3,bankfull_all_mean,relative_bankfull
1114,WAFSH0037,2001,REX CREEK COMPLEX (REX CREEK),2001-08-12,1,3718,3718,2021,2021WAFSH1037,N,yes,20,2001_WAFSH0037,1,8/12/2001,30.666,21.797,18.376,13.061,59.9202,24.159,17.613,2.187,1.594,9.052080154,92.862,58.637,0.061,0.039,0.065573397,0.710787191,0.729045076,0.631442355,37,WAFSH,Eastern Cascades,North Cascades,Fish Creek,Chelan,WA,Upper Columbia,Pacific Northwest Region,Upper Columbia,Lake Chelan,300,4,19,73,102,179,1.33,6.33,24.33,34,59.67,38.6,173,557.6,85,797,2557,1760,1852.097167,307.341258,1913,85,WAFSH,37,59.92257714,85,0.337614715,75.4983139,75.16069919,25.08085569,8.817644798,25.9438324,61.2560153,36.7061830210327,23073963,WAFSH,Region17,70.4403,49.803295617265,8.94050731308172,1748.4099,597.8587,0.2204,0,69.5941,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,775.3662,0,0,7.39736374922,-1.48736471064,1231.91545187,2.95716247257,151.742,0.0099,0.0376,1.6746,2.9242,14.1916,3.016,65.2761,3.7355,0.1285,0.0281,4.4614,6.71739490641301,173.200822338141,125.621384371484,1.25291628311343,0,892.096633934251,2.85803187910914,3.33110193459705,1154.61107000937,Region17,11.313,0,0.168785813,0.12933555,Metamorphic gneiss,3651,3,WAFSH,200,85,WAFSH,37,59.92257714,274,23073963,WAFSH,6.063,95400,9782.29206,14453100,0.094764917,0.015630037,9.752315653,1,Confined,8.733,120.478698773014,54.0591015992324,3.1979487402659,3135,WAFSH0037,2021,200,200,130,65,179.65,WAFSH0037,63,12451000,13528.4500193042,13.5284500193042,3718,WAFSH,37,2021-09-17 00:00:00,Regular,0,0,0,NA,3718,3718,2021,N,2021-09-17,2021-09-17,9.778333333333334,0.8930969831259588
1117,WAGOL0008,2012,BUCKHORN,2012-09-08,1,2740,2740,2016,2016WAGOL1008,N,yes,4,2012_WAGOL0008,1,9/8/2012,7.268,1.276,1.589,0.279,21.8538,8.086,1.449,0.267,0.048,3.30272007,4.539,0,0.002,0,0.054922581,0.175564117,0.179198615,0,8,WAGOL,Eastern Cascades,North Cascades,Gold Creek,Okanogan,WA,Upper Columbia,Pacific Northwest Region,Upper Columbia,Methow,300,57,0,210,32,299,19,0,70,10.67,99.67,1,16,50.32,72,592,2017,1425,1207.691288,275.6395708,1191,72,WAGOL,8,21.85943729,72,1.067520261,42.22589493,41.15837467,24.28023805,7.114770173,24.8638916,58.41307013,12.7687684342311,24384375,WAGOL,Region17,22.023,53.5639092766653,6.2531082958725,1205.6933,594.8104,0.2663,0,72,0,0,0,50.45,0,0,0,0,0,0,49.55,0,0,0,0,0,0,0,312,0.0054,0.0351,11.5260356164,0.860641451753,662.020764307,6.19515498063,129.3002,0.0327,0.1082,1.8176,2.5393,13.399,2.5362,67.3647,3.0141,0.1619,0.1723,4.816,13.1544540253371,177.263410706988,149.496134450347,0.822805067429506,0.139,475.360367880102,6.02880718346583,6.42678873976126,574.394405999391,Region17,3.6765,0.2782,0.060701818,0.07043022,Igneous Intrusive,2729,1,WAGOL,156,72,WAGOL,8,21.85943729,1288,24384375,WAGOL,0.976,0,4018.62995,1554300,0,0,0,0,Confined,2.71,106.686233831125,53.1174692683994,3.46211417543199,2304,WAGOL0008,2016,156,38.46,6.41,16.67,253.1,WAGOL0008,17,12449760,6917.16406835772,6.91716406835772,2740,WAGOL,8,2016-07-16 00:00:00,Regular,0,156,0,NA,2740,2740,2016,N,2016-07-16,2016-07-16,3.729,0.7267363904532046
1118,WAGOL0008,2014,CARLTON COMPLEX,2014-07-14,2,2740,2740,2016,2016WAGOL1008,N,yes,2,2014_WAGOL0008,2,7/14/2014,9.96,4.168,2.177,0.911,21.8538,3.901,1.285,0.128,0.042,3.30272007,42.637,11.872,0.024,0.007,0.054922581,0.418473896,0.329402717,0.278443605,8,WAGOL,Eastern Cascades,North Cascades,Gold Creek,Okanogan,WA,Upper Columbia,Pacific Northwest Region,Upper Columbia,Methow,300,57,0,210,32,299,19,0,70,10.67,99.67,1,16,50.32,72,592,2017,1425,1207.691288,275.6395708,1191,72,WAGOL,8,21.85943729,72,1.067520261,42.22589493,41.15837467,24.28023805,7.114770173,24.8638916,58.41307013,12.7687684342311,24384375,WAGOL,Region17,22.023,53.5639092766653,6.2531082958725,1205.6933,594.8104,0.2663,0,72,0,0,0,50.45,0,0,0,0,0,0,49.55,0,0,0,0,0,0,0,312,0.0054,0.0351,11.5260356164,0.860641451753,662.020764307,6.19515498063,129.3002,0.0327,0.1082,1.8176,2.5393,13.399,2.5362,67.3647,3.0141,0.1619,0.1723,4.816,13.1544540253371,177.263410706988,149.496134450347,0.822805067429506,0.139,475.360367880102,6.02880718346583,6.42678873976126,574.394405999391,Region17,3.6765,0.2782,0.060701818,0.07043022,Igneous Intrusive,2729,1,WAGOL,156,72,WAGOL,8,21.85943729,1288,24384375,WAGOL,0.976,0,4018.62995,1554300,0,0,0,0,Confined,2.71,106.686233831125,53.1174692683994,3.46211417543199,2304,WAGOL0008,2016,156,38.46,6.41,16.67,253.1,WAGOL0008,17,12449760,6917.16406835772,6.91716406835772,2740,WAGOL,8,2016-07-16 00:00:00,Regular,0,156,0,NA,2740,2740,2016,N,2016-07-16,2016-07-16,3.729,0.7267363904532046
1122,WAHAM0001,2018,MAPLE,2018-08-04,1,3352,3352,2019,2019WAHAM1001,N,yes,1,2018_WAHAM0001,1,8/4/2018,2.251,0.699,1.479,0.459,65.8161,1.073,0.173,0.074,0.012,6.862689972,29.777,4.044,0.031,0.004,0.104965368,0.310528654,0.161230196,0.135809517,1,WAHAM,Olympic Peninsula,Olympic Peninsula,Hamma Hamma River,Jefferson,WA,Puget Sound,Pacific Northwest Region,Puget Sound,Hood Canal,300,7,0,117,120,244,2.33,0,39,40,81.33,17,93.5,272.88,68,224,1982,1758,1127.609481,359.6417901,1177,68,WAHAM,1,65.76406498,68,0,71.70317078,71.70317078,29.34156902,11.4307351,30.2564373,71.50611311,47.0253266903327,24287132,WAHAM,Region17,66.5316,54.9118375629024,13.3734570640117,1124.1056,586.5643,0.1971,0,54.1149,0,0,0,63.94,0,0,0,0,0,0,36.06,0,0,0,0,0,0,0,1971.8395,0.0014,0.0092,9.92094226684,1.86249820144,3686.51818807,5.89404978928,131.1422,0.0299,0.3692,3.432,1.5897,11.5075,1.5918,61.5291,5.4703,0.1931,0.0394,6.0224,5.73824116729375,165.543375240892,97.2776984491144,2.15718065979457,0.2671,2695.10700657953,5.3640113368957,6.24474607438176,2856.01813504461,Region17,7.65,0.5515,0.016989645,0.02443396,Igneous volcanic,3308,2,WAHAM,400,68,WAHAM,1,65.76406498,1276,24287132,WAHAM,5.389,440100,98183.80703,14263200,2.739295563,0.508312407,4.482409201,0,Unconfined,18.333,220.426871950033,81.9789637974731,6.31835008826821,2829,WAHAM0001,2019,400,32.5,15,46.15,63.69,WAHAM0001,74,12056500,14385.7457083327,14.3857457083327,3352,WAHAM,1,2019-08-25 00:00:00,Regular,0,0,0,NA,3352,3352,2019,N,2019-08-25,2019-08-25,20.307,0.9027921406411582
1123,WAHAM0006,2018,MAPLE,2018-08-04,1,3354,3354,2019,2019WAHAM1006,N,yes,1,2018_WAHAM0006,1,8/4/2018,4.905,2.41,6.53,3.208,133.216,1.727,0.121,0.251,0.018,14.53590012,27.538,0,0.035,0,0.127801091,0.491335372,0.070063694,0,6,WAHAM,Olympic Peninsula,Olympic Peninsula,Hamma Hamma River,Jefferson,WA,Puget Sound,Pacific Northwest Region,Puget Sound,Hood Canal,300,21,0,87,147,255,7,0,29,49,85,24,111.5,247,64,158,2077,1919,1024.217112,379.1144779,1052,64,WAHAM,6,133.1104493,64,0,71.70317078,71.70317078,29.97835069,11.11796757,31.23098755,75.51471802,100.51798044405,24287122,WAHAM,Region17,134.6256,47.3485077949513,15.7184262354262,1016.9363,584.319,0.2328,0,54.0961,0,0,0,33.98,0,0,0,0,0,0,66.02,0,0,0,0,0,0,0,1973.9439,0.0022,0.0139,10.5063284237,2.4040493128,3140.44979648,6.45765025814,151.0125,0.0197,0.4492,4.5918,1.3207,13.1697,2.1085,57.2129,6.8513,0.2475,0.0371,7.8349,5.84920479311221,166.166571969843,104.389665698906,2.28257984594248,0.3796,2409.40713712867,5.92032347015859,6.77106367080683,2679.3041036588,Region17,16.4142,0.6642,0.00513289,8.2996e-4,Igneous volcanic,3310,1,WAHAM,500,64,WAHAM,6,133.1104493,1274,24287122,WAHAM,1.622,537300,47465.51269,1592100,1.621517352,0.999702437,11.31979767,0,Unconfined,24.491,207.968624168771,81.1648653560085,6.17669304769135,2831,WAHAM0006,2019,500,36,4,11.11,84.42,WAHAM0006,57,12054000,13256.2113872775,13.2562113872775,3354,WAHAM,6,2019-08-22 00:00:00,Regular,0,0,0,NA,3354,3354,2019,N,2019-08-22,2019-08-22,24.382,1.004470511032729
1124,WALCH0015,2012,BASALT,2012-09-08,1,2796,2796,2016,2016WALCH1015,N,yes,4,2012_WALCH0015,1,9/8/2012,56.968,32.664,2.374,1.361,4.167,28.09,7.652,0.186,0.051,0.662778974,0,0,0,0,NA,0.573374526,0.27241011,NA,15,WALCH,Eastern Cascades,North Cascades,Chikamin Creek,Chelan,WA,1702,17,170200,17020011,300,81,0,159,26,266,27,0,53,8.67,88.67,0.031,10,49,50,947,1819,872,1269.350349,226.7366974,1244,50,WALCH,15,4.166567115,50,1.509526968,38.72109985,37.21157289,18.62375976,7.193729326,18.60846901,28.70413139,1.19597689914213,23082078,WALCH,Region17,0.4644,59.82,8.06,740.3766,949.8198,0.29,0,71,0,0,0,17.44,0,0,0,0,0,82.56,0,0,0,0,0,0,0,0,887,0.0646,0.0194,13.3116665034,0.365291514079,889.942736012,6.83896463694,6.469,0.5292,233.7774,0.5808,1.5383,8.49,0.9272,37.7406,0.6256,0.0981,0.0408,26.279,18.98,182.88,144.37,0.51,3.3071,779.120428040698,5.86911305715116,6.34015748666667,857.457228550388,Region17,0.2574,3.1749,0.04908209,0.04543299,Igneous volcanic,2733,1,WALCH,160,50,WALCH,15,4.166567115,300,23082078,WALCH,8.704,316800,8231.6311,464400,2.112794486,0.242738337,38.48568968,0,Confined,2.291,144.696997689102,63.5084733816421,4.86539860206879,2308,WALCH0015,2016,160,250,131.25,52.5,644.99,WALCH0015,48,12456500,13310.8764165323,13.3108764165323,2796,WALCH,15,2016-08-28 00:00:00,Regular,0,160,0,NA,2796,2796,2016,N,2016-08-28,2016-08-28,3.4959999999999996,0.6553203661327232
1125,WALCH0028,2012,BASALT,2012-09-08,1,2799,2799,2016,2016WALCH1028,N,yes,4,2012_WALCH0028,1,9/8/2012,86.68,58.265,1.965,1.321,2.268,45.974,12.569,0.186,0.051,0.403335989,52.29,1.467,0.034,0.001,0.064225417,0.672185048,0.273393657,0.028055077,28,WALCH,Eastern Cascades,North Cascades,Chikamin Creek,Chelan,WA,1702,17,170200,17020011,300,122,0,146,1,269,40.67,0,48.67,0.33,89.67,0.031,4,9,52,1058,1819,761,1432.056445,174.9554959,1408,52,WALCH,28,2.267763316,52,1.721006155,38.72109985,37.0000937,21.60557062,6.879954735,22.86509323,46.63351584,1.05753776518057,23082078,WALCH,Region17,0.4644,59.82,8.06,740.3766,949.8198,0.29,0,71,0,0,0,17.44,0,0,0,0,0,82.56,0,0,0,0,0,0,0,0,887,0.0646,0.0194,13.3116665034,0.365291514079,889.942736012,6.83896463694,6.469,0.5292,233.7774,0.5808,1.5383,8.49,0.9272,37.7406,0.6256,0.0981,0.0408,26.279,18.98,182.88,144.37,0.51,3.3071,779.120428040698,5.86911305715116,6.34015748666667,857.457228550388,Region17,0.2574,3.1749,0.13719118,0.13918918,Igneous volcanic,2736,1,WALCH,160,52,WALCH,28,2.267763316,301,23082078,WALCH,8.704,316800,8231.6311,464400,2.112794486,0.242738337,38.48568968,0,Confined,1.255,165.587006763322,51.9329449889173,4.3956873447858396,2311,WALCH0028,2016,160,187.5,75,40,239.37,WALCH0028,48,12456500,14365.6996993126,14.3656996993126,2799,WALCH,28,2016-08-26 00:00:00,Regular,0,160,0,NA,2799,2799,2016,N,2016-08-26,2016-08-26,1.67,0.7514970059880239
1126,WANTI0020,2007,BOOMER,2007-05-17,1,2435,2435,2009,2009WANTI1020,N,yes,2,2007_WANTI0020,1,5/17/2007,4.277,1.037,0.511,0.124,11.9367,2.621,0.103,0.05,0.002,1.909360051,21.033,1.035,0.012,0.001,0.056604257,0.242459668,0.039297978,0.049208387,20,WANTI,Eastern Cascades,High Cascades,Middle Tieton River,Yakima,WA,Yakima,Pacific Northwest Region,Yakima,Naches,105,19,0,49,22,89,18.1,0,46.67,20.95,84.76,1,41,231.8,159,789,1914,1125,1285.521479,281.1639572,1233,159,WANTI,20,11.9332152,159,0,46.73020554,46.73020554,17.63331701,9.481493431,15.54330444,30.34617626,3.62127451807711,24424837,WANTI,Region17,11.9565,30.849515242755,19.9623808806925,1284.8826,640.405,0.3348,0,71.1481,0,0,0,0,0,0,0,0,0,0,66.64,0,0,0,0,0,0,33.36,1030,0.0125,0.0551,10.3129901057,0.250838281535,1038.58776965,5.28470712309,121.8393,0.0106,1.1553,4.1574,1.5189,15.4044,3.1624,57.2907,6.7068,0.2666,0.0267,7.918,3.39895144900263,182.88,136.307306736921,1.02699360180655,1.7137,1008.26992453963,4.88295499422055,5.32280313145653,986.190895575687,Region17,2.1024,1.4965,0.068601467,0.074480180000000007,Igneous volcanic,1412,3,WANTI,160,159,WANTI,20,11.9332152,1299,24424837,WANTI,1.269,241200,10084.32163,1065600,0.888041657,0.69979642,23.91831685,0,Unconfined,5.836,125.08010927742,51.7793918225405,3.73827226908903,1103,WANTI0020,2009,160,18.75,0,0,14.1,WANTI0020,62,12488500,34416.6157510376,34.4166157510376,2435,WANTI,20,2009-08-23 12:00:00,Regular,5.41666698,160,160,MAINSTEM,2435,2435,2009,N,2009-08-23,2009-08-23,4.602,1.2681442850934377
1127,WANTI0020,2007,BOOMER,2007-05-17,1,3156,3156,2017,2017WANTI1020,N,yes,10,2007_WANTI0020,1,5/17/2007,4.277,1.037,0.511,0.124,11.9367,2.621,0.103,0.05,0.002,1.909360051,21.033,1.035,0.012,0.001,0.056604257,0.242459668,0.039297978,0.049208387,20,WANTI,Eastern Cascades,High Cascades,Middle Tieton River,Yakima,WA,Yakima,Pacific Northwest Region,Yakima,Naches,300,22,0,224,52,298,7.33,0,74.67,17.33,99.33,9.84,36,67.16,159,789,1914,1125,1285.521479,281.1639572,1233,159,WANTI,20,11.9332152,159,0,46.73020554,46.73020554,17.63331701,9.481493431,15.54330444,30.34617626,3.62127451807711,24424837,WANTI,Region17,11.9565,30.849515242755,19.9623808806925,1284.8826,640.405,0.3348,0,71.1481,0,0,0,0,0,0,0,0,0,0,66.64,0,0,0,0,0,0,33.36,1030,0.0125,0.0551,10.3129901057,0.250838281535,1038.58776965,5.28470712309,121.8393,0.0106,1.1553,4.1574,1.5189,15.4044,3.1624,57.2907,6.7068,0.2666,0.0267,7.918,3.39895144900263,182.88,136.307306736921,1.02699360180655,1.7137,1008.26992453963,4.88295499422055,5.32280313145653,986.190895575687,Region17,2.1024,1.4965,0.068601467,0.074480180000000007,Igneous volcanic,2901,1,WANTI,160,159,WANTI,20,11.9332152,1299,24424837,WANTI,1.269,241200,10084.32163,1065600,0.888041657,0.69979642,23.91831685,0,Unconfined,3.368,126.042530428832,53.0133588087599,3.87539876608337,2459,WANTI0020,2017,160,6.25,0,0,14.92,WANTI0020,62,12488500,34416.6157510376,34.4166157510376,3156,WANTI,20,2017-08-11 00:00:00,Regular,0,160,0,NA,3156,3156,2017,N,2017-08-11,2017-08-11,4.602,0.7318557149065623
1128,WARRC0001,2001,REX CREEK COMPLEX (REX CREEK),2001-08-12,1,2450,2450,2010,2010WARRC1001,N,yes,9,2001_WARRC0001,1,8/12/2001,1.956,0.672,0.911,0.313,46.5759,3.327,1.302,0.244,0.096,7.324790001,53.705,17.498,0.047,0.015,0.087438594,0.343558282,0.391343553,0.325816963,1,WARRC,NA,North Cascades,Prince Creek,NA,WA,Upper Columbia,Pacific Northwest Region,Upper Columbia,Lake Chelan,99,0,3,7,19,26,0,3.03,7.07,19.19,26.26,182,430,1356,83,1155,2618,1463,2002.725984,247.5959378,2041,83,WARRC,1,46.58107302,83,0,61.86231613,61.86231613,25.05328647,11.15898988,25.51500702,56.1653292,26.1624130065754,23073949,WARRC,Region17,47.6082,51.3546731445423,8.68966425951832,1989.2189,610.779,0.2211,2e-4,70.0029,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,762.566,0,0,6.30450390586,-2.74623293724,1280.68056186,1.78108051215,162.2285,0.0062,0.0336,1.4382,3.4369,15.0407,3.3873,66.8794,3.0664,0.1351,0.0303,4.0428,6.88822809936103,174.817670989451,127.591066959053,1.18770066921245,0,911.539761357953,1.47300827131359,1.99490311664205,1356.00307155199,Region17,8.2314,0,0.107226562,0.11434676,Metamorphic gneiss,1592,1,WARRC,360,83,WARRC,1,46.58107302,270,23073949,WARRC,1.73,0,132885.8392,2179800,0,0,0,0,Confined,10.504,129.046570974531,61.3655347599264,3.58298874450837,1266,WARRC0001,2010,360,13.89,0,0,36.15,WARRC0001,19,12451000,23353.4816925178,23.3534816925178,2450,WARRC,1,2010-08-20 00:00:00,Regular,16.8,360,360,MAINSTEM,2450,2450,2010,N,2010-08-20,2010-08-20,9.459,1.1104767945871656
1129,WARRC0001,2001,REX CREEK COMPLEX (REX CREEK),2001-08-12,1,3359,3359,2019,2019WARRC1001,N,yes,18,2001_WARRC0001,1,8/12/2001,1.956,0.672,0.911,0.313,46.5759,3.327,1.302,0.244,0.096,7.324790001,53.705,17.498,0.047,0.015,0.087438594,0.343558282,0.391343553,0.325816963,1,WARRC,NA,North Cascades,Prince Creek,NA,WA,Upper Columbia,Pacific Northwest Region,Upper Columbia,Lake Chelan,300,0,3,141,129,270,0,1,47,43,90,24,68,157.64,83,1155,2618,1463,2002.725984,247.5959378,2041,83,WARRC,1,46.58107302,83,0,61.86231613,61.86231613,25.05328647,11.15898988,25.51500702,56.1653292,26.1624130065754,23073949,WARRC,Region17,47.6082,51.3546731445423,8.68966425951832,1989.2189,610.779,0.2211,2e-4,70.0029,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,762.566,0,0,6.30450390586,-2.74623293724,1280.68056186,1.78108051215,162.2285,0.0062,0.0336,1.4382,3.4369,15.0407,3.3873,66.8794,3.0664,0.1351,0.0303,4.0428,6.88822809936103,174.817670989451,127.591066959053,1.18770066921245,0,911.539761357953,1.47300827131359,1.99490311664205,1356.00307155199,Region17,8.2314,0,0.107226562,0.11434676,Metamorphic gneiss,3315,1,WARRC,360,83,WARRC,1,46.58107302,270,23073949,WARRC,1.73,0,132885.8392,2179800,0,0,0,0,Confined,8.414,130.02224786838,63.2605256017588,3.63202620699784,2835,WARRC0001,2019,360,27.78,8.33,30,22.4,WARRC0001,19,12451000,23353.4816925178,23.3534816925178,3359,WARRC,1,2019-08-22 00:00:00,Regular,0,0,0,NA,3359,3359,2019,N,2019-08-22,2019-08-22,9.459,0.8895232054128344
1130,WARRC0017,2001,REX CREEK COMPLEX (REX CREEK),2001-08-12,1,2451,2451,2010,2010WARRC1017,N,yes,9,2001_WARRC0017,1,8/12/2001,14.588,7.911,8.597,4.662,58.9329,16.871,8.155,1.669,0.807,9.893779755,67.699,23.179,0.055,0.019,0.081164473,0.542295037,0.483373837,0.342383196,17,WARRC,NA,North Cascades,Prince Creek,NA,WA,Upper Columbia,Pacific Northwest Region,Upper Columbia,Lake Chelan,105,4,3,12,36,52,3.81,2.86,11.43,34.29,49.52,75,245,730,78,809,2618,1809,1907.774374,326.8175933,1982,78,WARRC,17,58.93906176,78,0,61.86231613,61.86231613,26.3980649,10.83459458,27.94567108,62.53253412,36.8560889050799,23073939,WARRC,Region17,59.2047,52.9612369457155,8.45664320569144,1904.0024,602.9728,0.2266,2e-4,70.0023,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,765.3932,0,0,6.76629668676,-2.30809688742,1237.78417334,2.23116340603,159.5119,0.0071,0.0347,1.4994,3.3041,14.8207,3.2911,66.4641,3.2397,0.1334,0.0298,4.1513,7.03156119362145,176.396849642005,129.430089232781,1.11959609625587,0,869.229216774215,1.97492269239419,2.49333257348113,1274.91205038217,Region17,10.9035,0,0.093664162,0.10427631,Metamorphic gneiss,1593,1,WARRC,280,78,WARRC,17,58.93906176,269,23073939,WARRC,1.057,0,73812.78168,1490400,0,0,0,0,Confined,13.696,125.123563203312,57.1161843917221,3.41322236990987,1267,WARRC0017,2010,280,28.57,3.57,12.5,68.85,WARRC0017,19,12451000,24873.8008753126,24.8738008753126,2451,WARRC,17,2010-08-23 00:00:00,Regular,13.7,280,280,MAINSTEM,2451,2451,2010,N,2010-08-23,2010-08-23,11.4525,1.1958960925562103
1131,WARRC0017,2001,REX CREEK COMPLEX (REX CREEK),2001-08-12,1,3360,3360,2019,2019WARRC1017,N,yes,18,2001_WARRC0017,1,8/12/2001,14.588,7.911,8.597,4.662,58.9329,16.871,8.155,1.669,0.807,9.893779755,67.699,23.179,0.055,0.019,0.081164473,0.542295037,0.483373837,0.342383196,17,WARRC,NA,North Cascades,Prince Creek,NA,WA,Upper Columbia,Pacific Northwest Region,Upper Columbia,Lake Chelan,300,5,0,142,116,263,1.67,0,47.33,38.67,87.67,18,70.5,209.16,78,809,2618,1809,1907.774374,326.8175933,1982,78,WARRC,17,58.93906176,78,0,61.86231613,61.86231613,26.3980649,10.83459458,27.94567108,62.53253412,36.8560889050799,23073939,WARRC,Region17,59.2047,52.9612369457155,8.45664320569144,1904.0024,602.9728,0.2266,2e-4,70.0023,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,765.3932,0,0,6.76629668676,-2.30809688742,1237.78417334,2.23116340603,159.5119,0.0071,0.0347,1.4994,3.3041,14.8207,3.2911,66.4641,3.2397,0.1334,0.0298,4.1513,7.03156119362145,176.396849642005,129.430089232781,1.11959609625587,0,869.229216774215,1.97492269239419,2.49333257348113,1274.91205038217,Region17,10.9035,0,0.093664162,0.10427631,Metamorphic gneiss,3316,1,WARRC,280,78,WARRC,17,58.93906176,269,23073939,WARRC,1.057,0,73812.78168,1490400,0,0,0,0,Confined,9.209,124.448130016676,57.9204865150336,3.40382119576866,2836,WARRC0017,2019,280,64.29,17.86,27.78,113.58,WARRC0017,19,12451000,24873.8008753126,24.8738008753126,3360,WARRC,17,2019-08-22 00:00:00,Regular,0,0,0,NA,3360,3360,2019,N,2019-08-22,2019-08-22,11.4525,0.8041039074437895
1134,WARSN0001,2003,NEEDLES,2003-08-05,1,2454,2454,2011,2011WARSN1001,N,yes,8,2003_WARSN0001,1,8/5/2003,6.394,3.08,0.266,0.128,4.1643,0.02,0,0,0,0.428930998,0,0,0,0,NA,0.481701595,0,NA,1,WARSN,Eastern Cascades,North Cascades,Rattlesnake Creek-Methow River,Okanogan,WA,Upper Columbia,Pacific Northwest Region,Upper Columbia,Methow,103,28,0,50,22,100,27.18,0,48.54,21.36,97.09,1,16,91.12,132,1480,2203,723,1744.530475,167.23129,1694,132,WARSN,1,4.164085182,132,1.687604904,47.22327805,45.53567314,24.58850929,10.21419679,25.04836845,54.70834798,2.27810221155218,24384469,WARSN,Region17,4.6818,37.297939254133,11.2422952710496,1731.0772,597.0684,0.2112,0,66.015,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,0,7.14671273902,-1.92770048201,1196.12903592,2.61218586859,99.908,0.0991,0.0049,0.7714,2.7992,8.9561,0.5779,72.9342,1.029,0.1204,0.2919,2.4878,5.07248750480584,182.871418685121,116.590857362553,0.67020184544406,0.689,1014.29665282391,1.66974204579393,2.12883418598616,1189.35593140715,Region17,0.5679,1.0239,0.06976601,0.07043406,Sedimentary Clastic,1826,1,WARSN,150,132,WARSN,1,4.164085182,1293,24384469,WARSN,2.472,0,14533.93063,4681800,0,0,0,0,Confined,5.325,126.43981431194,62.3564678825852,3.72259862554729,1479,WARSN0001,2011,150,106.67,0,0,99.6,WARSN0001,60,12447383,21050.8136445227,21.0508136445227,2454,WARSN,1,2011-09-17 08:46:32,Regular,8.33,200,200,Mainstream,2454,2454,2011,N,2011-09-17,2011-09-17,3.8995,1.365559687139377
