,site_survey_id,creek_code.x,site.x,survey_date.x,survey_type.x,channel_width.x,reach_length_bankfull.x,upstream_length.x,SITE_ID,survey_year.x,QC_visit.x,SITE.x,CREEK_CODE.x,TERRA_PROV,AQUA_PROV,HU_12_NAME,COUNTY,STATES,SUBREGION,REGION,BASIN,SUBBASIN,pebs_measured,n_fines,n_bedrock,n_pebble,n_cobble,n_boulder,perc_fines,perc_bedrock,perc_pebble,perc_cobble,perc_boulder,D16,D50,D84,Rowid.x,elev_min,elev_max,relief,elev_mean,elev_std,elev_median,OBJECTID.y,CREEK_CODE.y,SITE.y,area_sqkm.x,slope_min,slope_max,slope_range,slope_mean,slope_std,slope_median,slope23d_perc_greater,area_greater_slope23d,COMID.x,CreekCode.x,REGIONID.x,WSAREASQKM,SANDWS,CLAYWS,ELEVWS,WETINDEXWS,KFFACTWS,AGKFFACTWS,BFIWS,PCTGLACLAKEFINEWS,PCTGLACTILCLAYWS,PCTGLACTILLOAMWS,PCTNONCARBRESIDWS,PCTCOASTCRSWS,PCTGLACLAKECRSWS,PCTEXTRUVOLWS,PCTEOLFINEWS,PCTEOLCRSWS,PCTGLACTILCRSWS,PCTSILICICWS,PCTSALLAKEWS,PCTCARBRESIDWS,PCTALLUVCOASTWS,PCTALKINTRUVOLWS,PCTWATERWS,PCTHYDRICWS,PCTCOLLUVSEDWS,RUNOFFWS,RDCRSWS,RDCRSSLPWTDWS,TMAX8110WS,TMIN8110WS,PRECIP8110WS,TMEAN8110WS,COMPSTRGTHWS,NWS,HYDRLCONDWS,MGOWS,K2OWS,AL2O3WS,NA2OWS,SIO2WS,CAOWS,P2O5WS,SWS,FE2O3WS,PERMWS,WTDEPWS,RCKDEPWS,OMWS,RDDENSWS,PRECIP08WS,TMEAN08WS,TMEAN09WS,PRECIP09WS,REGIONID.y,WSAREASQKMRP100,RDDENSWSRP100,stream_gradient,stream_slope,dom_geology,channel_freq,creek_code.y,reach_length_surveyed,OBJECTID.x.x,CREEK_CODE,SITE,area_sqkm.y,COMID.y,CreekCode.y,RL,VBA,SWA,CatArea,VBL,VBL_RL_R,VBA_RWA_R,inWtrbdy,Confinement,bankfull_mean,mean_ad,mean_cc,mean_ddi,X,site_id.x,survey_year.y,reach_length,frequency_km,aggr_pieces_km,aggr_perc_km,vol_km,site_id.y,high_flow_count,usgs_site,distance_m,distance_km,creek_code,site.y,survey_date.y,survey_type.y,channel_width.y,reach_length_bankfull.y,upstream_length.y,main_or_trib.y,survey_year,QC_visit.y,survey_date2,survey_date3
2490,2018ORNFS1020,ORNFS,20,8/23/2018 0:00,Regular,0,400,0,ORNFS0020,2018,N,20,ORNFS,NA,Washington/Oregon Coast Range,Upper North Fork Smith River,Douglas,OR,Oregon-Washington Coastal,Pacific Northwest Region,Southern Oregon Coastal,Umpqua,300,10,193,75,22,107,3.33,64.33,25,7.33,35.67,6.96,28,70,1185,85,865,780,394.33043,146.7650772,380,1185,ORNFS,20,84.68026262,0,50.3003273,50.3003273,20.41945304,9.413799205,20.82800293,41.5775533,35.20798133,24527574,ORNFS,Region17,85.1805,33.38336288,23.1125602,393.0302,599.0049,0.1871,0,42.9321,0,0,0,94.62,0,0,0,0,0,0,5.38,0,0,0,0,0,0,0,868.0789,0.0053,0.0071,15.99288775,6.097432967,2261.979171,11.04761735,90.945,0.0265,0.3414,1.4883,1.8907,9.4744,0.9812,72.5206,1.7312,0.1267,0.0522,3.4151,7.439727297,182.88,106.1002864,2.756604681,1.7898,2285.114188,9.979323435,10.38717159,1913.612513,Region17,16.3989,1.528,0.00481006,0.00001,Sedimentary Clastic,1,ORNFS,400,1185,ORNFS,20,84.68026262,24527574,ORNFS,4.171,105300,488151.8829,2915100,0.940325993,0.225443777,0.215711551,0,Confined,22.715,117.734406,66.87587931,4.952508644,2547,ORNFS0020,2018,400,20,7.5,37.5,84.66,ORNFS0020,17,14307620,20368.40927,20.36840927,ORNFS,20,8/23/2018 0:00,Regular,0,400,0,NA,2018,N,8/23/2018,8/23/2018
2491,2018ORQTZ1003,ORQTZ,3,7/30/2018 0:00,Regular,0,340,0,ORQTZ0003,2018,N,3,ORQTZ,Cascades West,Western Cascades,Headwaters Quartzville Creek,Linn,OR,Willamette,Pacific Northwest Region,Willamette,South Santiam,300,28,90,131,50,209,9.33,30,43.67,16.67,69.67,6,29,86.56,353,761,1459,698,1121.872314,134.5311147,1131,353,ORQTZ,3,40.09507559,0,48.98681641,48.98681641,16.22859071,8.175269986,15.00433922,19.5841499,7.852279706,23786057,ORQTZ,Region17,40.6836,33.55495509,15.97225732,1118.6103,632.2551,0.25,0,59.4049,0,0,0,47.55,0,0,0,0,0,0,52.45,0,0,0,0,0,0,0,1658.2143,0.0096,0.0285,12.91261662,2.673098518,2569.131121,7.795524611,125.2334,0.0141,0.3375,4.516,1.3997,15.4035,3.0795,55.183,7.4183,0.2958,0.0375,8.434,7.681026458,180.6572264,103.1046067,3.585624723,1.8024,2581.534168,7.676047164,7.93283732,2157.085712,Region17,5.7285,1.7208,0.02459382,0.04262295,Igneous and Sedimentary,1,ORQTZ,340,353,ORQTZ,3,40.09507559,23786057,ORQTZ,1.056,0,20883.38638,658800,0,0,0,0,Confined,15.882,183.9208864,79.59208988,5.257847903,2548,ORQTZ0003,2018,340,120.59,61.76,51.22,398.51,ORQTZ0003,60,14180300,9644.827841,9.644827841,ORQTZ,3,7/30/2018 0:00,Regular,0,340,0,NA,2018,N,7/30/2018,7/30/2018
2492,2018ORQTZ1004,ORQTZ,4,7/26/2018 0:00,Regular,0,160,0,ORQTZ0004,2018,N,4,ORQTZ,Cascades West,Western Cascades,Headwaters Quartzville Creek,Linn,OR,Willamette,Pacific Northwest Region,Willamette,South Santiam,300,14,67,187,32,233,4.67,22.33,62.33,10.67,77.67,10,29,59.88,348,1027,1441,414,1223.784486,92.01625785,1241,348,ORQTZ,4,2.148624799,0.337614715,36.71637344,36.37875873,13.65418978,6.448234787,12.68879604,9.324974616,0.200358717,23786747,ORQTZ,Region17,2.529,34.8,14.48,1190.2398,655.1295,0.25,0,60.4879,0,0,0,14.73,0,0,0,0,0,0,85.27,0,0,0,0,0,0,0,1679.6456,0.0356,0.1516,12.55834781,2.257644573,2630.500446,7.410792287,137.0414,0.0068,0.3553,4.917,1.2484,15.9256,3.2249,53.8088,8.035,0.3088,0.02,9.0373,8.18,180.74,100.71,3.77,2.5252,2490.24416,7.430166731,7.65599108,2067.779572,Region17,0.6066,2.7334,0.08840071,0.07814123,Igneous and Sedimentary,1,ORQTZ,160,348,ORQTZ,4,2.148624799,23786747,ORQTZ,2.745,37800,21170.39371,2529000,0.317736762,0.115751097,1.785512377,0,Confined,4.724,140.2100425,76.57448532,4.117570376,2549,ORQTZ0004,2018,160,43.75,18.75,42.86,206.31,ORQTZ0004,30,14180300,8245.117904,8.245117904,ORQTZ,4,7/26/2018 0:00,Regular,0,160,0,NA,2018,N,7/26/2018,7/26/2018
2493,2018ORQTZ1005,ORQTZ,5,7/25/2018 0:00,Regular,0,260,0,ORQTZ0005,2018,N,5,ORQTZ,Cascades West,Western Cascades,Headwaters Quartzville Creek,Linn,OR,Willamette,Pacific Northwest Region,Willamette,South Santiam,300,21,9,208,61,290,7,3,69.33,20.33,96.67,10,30,79.6,352,790,1459,669,1139.438564,132.570564,1137,352,ORQTZ,5,24.34260163,0,45.00099564,45.00099564,15.5706935,8.105855924,14.15548801,17.53871823,4.26938031,23786063,ORQTZ,Region17,24.4323,34.15897263,15.28957749,1138.6127,642.9314,0.25,0,60.3464,0,0,0,39.48,0,0,0,0,0,0,60.52,0,0,0,0,0,0,0,1653.3394,0.0098,0.0276,12.84174646,2.565657824,2536.532517,7.706283407,126.3987,0.0126,0.3287,4.6113,1.3539,15.501,3.0983,54.8346,7.5666,0.2995,0.0344,8.5671,7.909297528,180.6950937,102.0091189,3.668612738,2.0013,2532.363517,7.584407853,7.821848482,2106.690152,Region17,3.1077,2.0631,0.029440538,0.04865713,Igneous and Sedimentary,1,ORQTZ,260,352,ORQTZ,5,24.34260163,23786063,ORQTZ,1.279,0,26735.22507,715500,0,0,0,0,Confined,16.559,177.523907,79.76316217,5.128730524,2550,ORQTZ0005,2018,260,134.62,61.54,45.71,425.1,ORQTZ0005,60,14180300,9135.474456,9.135474456,ORQTZ,5,7/25/2018 0:00,Regular,0,260,0,NA,2018,N,7/25/2018,7/25/2018
2494,2018ORQTZ1006,ORQTZ,6,7/27/2018 0:00,Regular,0,150,0,ORQTZ0006,2018,N,6,ORQTZ,Cascades West,Western Cascades,Headwaters Quartzville Creek,Linn,OR,Willamette,Pacific Northwest Region,Willamette,South Santiam,300,16,0,214,68,298,5.33,0,71.33,22.67,99.33,12,35,75,350,936,1392,456,1112.935355,77.27495075,1116,350,ORQTZ,6,2.698119514,0,45.00099564,45.00099564,14.56789968,8.351048981,13.01208782,14.27005803,0.38502322,23786775,ORQTZ,Region17,3.2742,34.12399945,15.14498076,1084.4949,638.978,0.25,0,59.6341,0,0,0,91.4,0,0,0,0,0,0,8.6,0,0,0,0,0,0,0,1648,0.0092,0.0321,13.12299786,2.899186779,2469.388271,8.013790653,106.5744,0.0246,0.2295,4.1834,1.4491,14.6218,2.7797,56.1873,6.8437,0.2889,0.0703,7.7814,7.957647059,180.7031143,101.7770863,3.678361737,2.1452,2533.566122,7.803382544,8.060790037,2116.647992,Region17,0.6039,2.2041,0.111451735,0.08561835,Igneous and Sedimentary,1,ORQTZ,150,350,ORQTZ,6,2.698119514,23786775,ORQTZ,2.746,82800,24034.23847,3274200,0.638083537,0.232368368,3.445085231,0,Confined,5.016,176.0756822,80.89591874,5.130718957,2551,ORQTZ0006,2018,150,193.33,113.33,58.62,438.69,ORQTZ0006,60,14180300,9593.21487,9.59321487,ORQTZ,6,7/27/2018 0:00,Regular,0,150,0,NA,2018,N,7/27/2018,7/27/2018
2495,2018ORQTZ1007,ORQTZ,7,7/28/2018 0:00,Regular,0,320,0,ORQTZ0007,2018,N,7,ORQTZ,Cascades West,Western Cascades,Headwaters Quartzville Creek,Linn,OR,Willamette,Pacific Northwest Region,Willamette,South Santiam,300,11,127,118,44,173,3.67,42.33,39.33,14.67,57.67,10.52,34,81.92,354,633,1459,826,1091.020651,154.3676889,1109,354,ORQTZ,7,61.89831399,0,50.66212845,50.66212845,18.81614074,9.277398992,17.69631386,31.75893652,19.65824625,23786051,ORQTZ,Region17,64.2348,32.81120257,16.86811859,1084.9803,615.1644,0.25,0,58.3546,0,0,0,61.3,0,0,0,0,0,0,38.7,0,0,0,0,0,0,0,1654.4693,0.0093,0.0258,13.03699898,2.812745956,2554.208914,7.927690363,120.4615,0.0124,0.3143,4.529,1.381,15.4929,3.1059,55.0828,7.4992,0.2977,0.0308,8.4954,7.381472846,180.607534,104.542184,3.476013563,1.4913,2569.594045,7.797678098,8.07542391,2159.17574,Region17,8.73,1.5585,0.02376194,0.00613082,Igneous and Sedimentary,1,ORQTZ,320,354,ORQTZ,7,61.89831399,23786051,ORQTZ,2.79,0,50951.17506,7360200,0,0,0,0,Confined,24.486,195.5197255,79.71369952,5.550736434,2552,ORQTZ0007,2018,320,93.75,37.5,40,274.77,ORQTZ0007,60,14180300,12977.46136,12.97746136,ORQTZ,7,7/28/2018 0:00,Regular,0,320,0,NA,2018,N,7/28/2018,7/28/2018
2496,2018ORQTZ1008,ORQTZ,8,7/29/2018 0:00,Regular,0,160,0,ORQTZ0008,2018,N,8,ORQTZ,Cascades West,Western Cascades,Headwaters Quartzville Creek,Linn,OR,Willamette,Pacific Northwest Region,Willamette,South Santiam,300,30,58,170,40,240,10,19.33,56.67,13.33,80,6,28,68,356,1098,1283,185,1220.371283,37.07805665,1227,356,ORQTZ,8,1.069347284,0.397880971,33.7086525,33.31077152,12.93447013,6.190816107,12.23388958,7.185158295,0.076834295,23786717,ORQTZ,Region17,3.3399,33.09665589,16.35291835,1118.8632,626.3845,0.25,0,56.944,0,0,0,28.38,0,0,0,0,0,0,71.62,0,0,0,0,0,0,0,1662.3368,0.018,0.0926,12.89584997,2.690649046,2720.337546,7.796291549,131.7757,0.0074,0.3381,4.8394,1.2697,15.8663,3.2092,54.0428,7.9508,0.3072,0.0199,8.9446,7.553742926,180.6361116,103.7154487,3.552861762,3.0399,2707.921927,7.854278909,8.152254398,2279.985592,Region17,0.6561,3.0584,0.197162925,0.14715099,Igneous volcanic,1,ORQTZ,160,356,ORQTZ,8,1.069347284,23786717,ORQTZ,2.965,0,25356.64187,3339900,0,0,0,0,Confined,3.657,165.6616905,81.15568061,4.797979237,2553,ORQTZ0008,2018,160,131.25,75,57.14,241.44,ORQTZ0008,30,14180300,8176.377355,8.176377355,ORQTZ,8,7/29/2018 0:00,Regular,0,160,0,NA,2018,N,7/29/2018,7/29/2018
2497,2018ORQTZ1013,ORQTZ,13,7/30/2018 0:00,Regular,0,200,0,ORQTZ0013,2018,N,13,ORQTZ,Cascades West,Western Cascades,Headwaters Quartzville Creek,Linn,OR,Willamette,Pacific Northwest Region,Willamette,South Santiam,300,15,3,204,78,297,5,1,68,26,99,12,38,90,351,829,1459,630,1160.779139,126.7265276,1164,351,ORQTZ,13,19.79627075,0.337614715,44.85654449,44.51892978,15.29450595,7.954830096,13.85893631,16.5850847,3.283228271,23786065,ORQTZ,Region17,20.4426,34.47807696,14.89982918,1156.3098,645.2975,0.25,0,60.4776,0,0,0,29.09,0,0,0,0,0,0,70.91,0,0,0,0,0,0,0,1654.3814,0.0059,0.0239,12.7570158,2.467967241,2554.641462,7.615062758,129.2387,0.0103,0.325,4.7496,1.2942,15.6608,3.1364,54.3443,7.7806,0.3045,0.0292,8.7674,8.039619618,180.7167126,101.3836946,3.717412169,1.9415,2526.133427,7.539728857,7.771880287,2099.134731,Region17,2.223,1.8698,0.050162185,0.04354037,Igneous and Sedimentary,2,ORQTZ,200,351,ORQTZ,13,19.79627075,23786065,ORQTZ,2.012,0,41505.49295,4954500,0,0,0,0,Confined,13.764,178.1285471,79.66369126,5.124275548,2554,ORQTZ0013,2018,200,85,30,35.29,110.25,ORQTZ0013,60,14180300,8654.19674,8.65419674,ORQTZ,13,7/30/2018 0:00,Regular,0,200,0,NA,2018,N,7/30/2018,7/30/2018
2498,2018ORSFC1002,ORSFC,2,9/7/2018 0:00,Regular,0,240,0,ORSFC0002,2018,N,2,ORSFC,Klamath Mountains,Klamath/Siskiyou,Steve Fork Carberry Creek,Josephine/Jackson,"CA,OR",Oregon-Washington Coastal,Pacific Northwest Region,Southern Oregon Coastal,Applegate,300,20,18,211,50,281,6.67,6,70.33,16.67,93.67,8.96,26.5,71.12,828,933,2019,1086,1437.681892,210.3666109,1439,828,ORSFC,2,55.20322828,0.337614715,59.92071915,59.58310443,23.77721732,7.582203007,24.27546883,56.48965495,31.18411318,23936093,ORSFC,Region17,55.6236,39.49137661,19.6107349,1435.8613,609.5205,0.2754,0,56.0788,0,0,0,26.15,0,0,0,0,0,0,73.85,0,0,0,0,0,0,0,397.8779,0.0032,0.0153,14.03475051,3.615139892,1530.07037,8.827262941,77.9606,0.0477,0.025,2.3413,2.0488,11.732,1.4946,63.3123,3.0743,0.1445,0.0431,4.5903,4.432889133,182.88,86.23925765,2.302932496,0.5821,1349.604508,8.545886487,8.922210641,1119.113703,Region17,8.0937,0.7957,0.02087281,0.01970461,Sedimentary Clastic,2,ORSFC,240,828,ORSFC,2,55.20322828,23936093,ORSFC,0.86,900,12643.33343,657900,0.022599648,0.02627866,0.071183759,0,Confined,11.278,140.5129013,70.62345839,5.313139133,2555,ORSFC0002,2018,240,70.83,20.83,29.41,177.61,ORSFC0002,21,14362000,12941.61753,12.94161753,ORSFC,2,9/7/2018 0:00,Regular,0,240,0,NA,2018,N,9/7/2018,9/7/2018
2499,2018ORSFC1003,ORSFC,3,9/5/2018 0:00,Regular,0,270,0,ORSFC0003,2018,N,3,ORSFC,Klamath Mountains,Klamath/Siskiyou,Steve Fork Carberry Creek,Josephine/Jackson,"CA,OR",Oregon-Washington Coastal,Pacific Northwest Region,Southern Oregon Coastal,Applegate,300,13,3,192,85,290,4.33,1,64,28.33,96.67,9.36,40,107.28,1402,760,2019,1259,1373.790378,241.4573229,1381,1402,ORSFC,3,76.7304063,0.337614715,59.92071915,59.58310443,24.94799672,8.078061947,25.25320816,60.77491845,46.63284186,23936065,ORSFC,Region17,131.2587,37.41248973,20.56418416,1366.9926,603.5771,0.284,0,56.6814,0,0,0,30.83,0,0,0,0,0,0,69.17,0,0,0,0,0,0,0,395.6698,0.0073,0.025,14.29124083,3.707718168,1447.88373,9.001721761,101.8577,0.038,0.0612,2.9183,1.8984,12.8113,1.9346,61.6421,3.9487,0.1663,0.0437,4.9592,4.290377941,182.88,85.94141796,2.168281645,0.7152,1245.242198,8.704555457,9.067845983,1042.882327,Region17,19.1286,1.0312,0.0178303,0.01224106,Sedimentary Clastic,1,ORSFC,270,1402,ORSFC,3,76.7304063,23936065,ORSFC,1.744,209700,34922.53898,1934100,1.411735748,0.809481507,6.004718045,0,Unconfined,13.636,139.9187531,71.26111637,5.356250206,2556,ORSFC0003,2018,270,7.41,0,0,27.55,ORSFC0003,21,14362000,8400.549793,8.400549793,ORSFC,3,9/5/2018 0:00,Regular,0,270,0,NA,2018,N,9/5/2018,9/5/2018
2500,2018ORSFC1004,ORSFC,4,9/9/2018 0:00,Regular,0,150,0,ORSFC0004,2018,N,4,ORSFC,Klamath Mountains,Klamath/Siskiyou,Steve Fork Carberry Creek,Josephine/Jackson,"CA,OR",Oregon-Washington Coastal,Pacific Northwest Region,Southern Oregon Coastal,Applegate,300,10,12,208,59,277,3.33,4,69.33,19.67,92.33,10,30.5,88.08,830,1168,1898,730,1496.517126,156.8836073,1492,830,ORSFC,4,8.349984834,1.012750387,43.48544693,42.47269654,22.66324753,6.734002517,22.87210083,48.63380756,4.060915555,23936381,ORSFC,Region17,8.9721,40.04512689,19.39443174,1482.4852,612.0428,0.2634,0,56,0,0,0,2.97,0,0,0,0,0,0,97.03,0,0,0,0,0,0,0,427.0716,0.0033,0.0202,13.70185725,3.411226781,1593.034268,8.558938735,69.6618,0.049,0.014,2.2919,2.1009,11.8205,1.4783,63.5031,2.7157,0.1409,0.0429,4.556,4.339481392,182.88,86.75560237,2.421159595,0.7692,1420.686213,8.242607493,8.623512232,1176.264905,Region17,1.6857,0.9905,0.053711307,0.03999041,Sedimentary Clastic,1,ORSFC,150,830,ORSFC,4,8.349984834,23936381,ORSFC,1.02,0,7595.18979,1113300,0,0,0,0,Confined,6.516,144.1848087,71.20223624,5.5095831,2557,ORSFC0004,2018,150,46.67,13.33,28.57,83.23,ORSFC0004,14,14375100,18026.44711,18.02644711,ORSFC,4,9/9/2018 0:00,Regular,0,150,0,NA,2018,N,9/9/2018,9/9/2018
2501,2018ORSFC1005,ORSFC,5,9/7/2018 0:00,Regular,0,230,0,ORSFC0005,2018,N,5,ORSFC,Klamath Mountains,Klamath/Siskiyou,Steve Fork Carberry Creek,Josephine/Jackson,"CA,OR",Oregon-Washington Coastal,Pacific Northwest Region,Southern Oregon Coastal,Applegate,300,12,45,178,53,243,4,15,59.33,17.67,81,12.64,34,96.8,826,978,2019,1041,1462.854718,198.4918875,1462,826,ORSFC,5,42.45487066,0.337614715,58.99714661,58.65953189,23.53001463,7.607348105,24.03727913,55.12200037,23.40197396,23936097,ORSFC,Region17,44.271,39.30661943,19.70891279,1450.1912,611.2094,0.2735,0,55.8772,0,0,0,23.97,0,0,0,0,0,0,76.03,0,0,0,0,0,0,0,401.6931,0.0034,0.0155,13.97749219,3.570830382,1543.346048,8.776338947,80.2525,0.0474,0.0279,2.3553,2.0348,11.7155,1.5015,63.2564,3.1712,0.1456,0.0431,4.5995,4.387151454,182.88,86.3194568,2.312101647,0.5479,1368.324921,8.465029566,8.842089786,1132.468087,Region17,6.57,0.8066,0.02441004,0.02145536,Sedimentary Clastic,1,ORSFC,230,826,ORSFC,5,42.45487066,23936097,ORSFC,2.014,125100,28186.50802,3736800,1.124053657,0.558119989,4.438293666,0,Unconfined,11.921,143.0963899,69.97600761,5.341748122,2558,ORSFC0005,2018,230,52.17,13.04,25,391.58,ORSFC0005,21,14362000,14755.64903,14.75564903,ORSFC,5,9/7/2018 0:00,Regular,0,230,0,NA,2018,N,9/7/2018,9/7/2018
2502,2018ORSFC1006,ORSFC,6,9/8/2018 0:00,Regular,0,150,0,ORSFC0006,2018,N,6,ORSFC,Klamath Mountains,Klamath/Siskiyou,Steve Fork Carberry Creek,Josephine/Jackson,"CA,OR",Oregon-Washington Coastal,Pacific Northwest Region,Southern Oregon Coastal,Applegate,300,82,0,180,32,294,27.33,0,60,10.67,98,0.031,17,54.16,819,1012,1972,960,1465.015327,197.6592636,1471,819,ORSFC,6,6.712310726,1.509526968,59.92071915,58.41119218,25.3203624,7.920672521,25.38463497,60.69380239,4.073956608,23936895,ORSFC,Region17,7.4844,42.47486772,18.19029582,1431.3799,603.5372,0.2778,0,56.8711,0,0,0,36.2,0,0,0,0,0,0,63.8,0,0,0,0,0,0,0,383,0,0,14.01688635,3.658075775,1508.138603,8.841040692,69.0229,0.0492,0.014,2.2866,2.1036,11.7964,1.4679,63.5304,2.6968,0.1403,0.0429,4.5543,4.863054353,182.88,85.9054305,2.336618567,0.9035,1275.392532,8.771972023,9.139541033,1068.161542,Region17,0.8334,1.0068,0.173786462,0.09153745,Sedimentary Clastic,1,ORSFC,150,819,ORSFC,6,6.712310726,23936895,ORSFC,3.74,6300,26199.3418,7484400,0.137245744,0.036696723,0.240464056,0,Confined,3.148,144.7763208,69.21243435,5.247548223,2559,ORSFC0006,2018,150,40,6.67,16.67,91.25,ORSFC0006,21,14362000,13427.89439,13.42789439,ORSFC,6,9/8/2018 0:00,Regular,0,150,0,NA,2018,N,9/8/2018,9/8/2018
2503,2018ORSFC1009,ORSFC,9,9/10/2018 0:00,Regular,0,200,0,ORSFC0009,2018,N,9,ORSFC,Klamath Mountains,Klamath/Siskiyou,Steve Fork Carberry Creek,Josephine/Jackson,"CA,OR",Oregon-Washington Coastal,Pacific Northwest Region,Southern Oregon Coastal,Applegate,300,13,0,209,55,276,4.33,0,69.67,18.33,92,11,32,111.16,820,1065,2019,954,1480.639461,175.9671538,1474,820,ORSFC,9,17.95444859,0.675206006,58.99714661,58.3219406,23.1868517,8.288462448,23.60168266,52.36725856,9.402252516,23936101,ORSFC,Region17,19.2807,41.58702563,18.68264435,1463.6495,619.2602,0.2677,0,55.6848,0,0,0,23.8,0,0,0,0,0,0,76.2,0,0,0,0,0,0,0,405.3729,0,0,14.15425701,3.709342044,1539.521262,8.933648609,86.1616,0.0478,0.0452,2.3735,1.9815,11.2843,1.4043,63.2704,3.5297,0.1448,0.0434,4.6356,4.561162769,182.88,86.56646315,2.438742473,0.5806,1369.697507,8.412702752,8.787913091,1129.327882,Region17,2.1807,0.9625,0.04759806,0.05222736,Sedimentary Clastic,2,ORSFC,200,820,ORSFC,9,17.95444859,23936101,ORSFC,3.55,38700,38274.06901,6946200,0.413206172,0.116396105,1.011128448,0,Confined,9.741,153.2597591,67.13547857,5.339743135,2560,ORSFC0009,2018,200,50,25,50,75.09,ORSFC0009,11,14362000,16574.42815,16.57442815,ORSFC,9,9/10/2018 0:00,Regular,0,200,0,NA,2018,N,9/10/2018,9/10/2018
2504,2018ORSFC1011,ORSFC,11,9/6/2018 0:00,Regular,0,160,0,ORSFC0011,2018,N,11,ORSFC,Klamath Mountains,Klamath/Siskiyou,Steve Fork Carberry Creek,Josephine/Jackson,"CA,OR",Oregon-Washington Coastal,Pacific Northwest Region,Southern Oregon Coastal,Applegate,300,29,13,172,53,254,9.67,4.33,57.33,17.67,84.67,7,26,97.76,827,954,1664,710,1337.23273,181.6760227,1353,827,ORSFC,11,1.339942288,3.64697051,35.25407028,31.60709977,19.88282224,4.933328618,19.89037132,26.17616236,0.350745469,23936869,ORSFC,Region17,1.3554,35.69320717,21.28123506,1333.4344,612.9967,0.2877,0,57.4575,0,0,0,35.86,0,0,0,0,0,0,64.14,0,0,0,0,0,0,0,383,0,0,14.85460635,4.12311418,1380.794153,9.490875804,69.0229,0.0492,0.014,2.2866,2.1036,11.7964,1.4679,63.5304,2.6968,0.1403,0.0429,4.5543,4.118685259,182.88,85.94768924,2.094209827,0.0346,1155.219693,9.055799472,9.421706508,981.0287066,Region17,0.3924,0.0895,0.145358805,0.21081029,Sedimentary Clastic,1,ORSFC,160,827,ORSFC,11,1.339942288,23936869,ORSFC,1.774,0,8757.5309,1355400,0,0,0,0,Confined,3.447,159.4538611,76.5791768,6.591962714,2561,ORSFC0011,2018,160,100,31.25,31.25,355.89,ORSFC0011,11,14362000,12351.88493,12.35188493,ORSFC,11,9/6/2018 0:00,Regular,0,160,0,NA,2018,N,9/6/2018,9/6/2018
2505,2018ORSFC1017,ORSFC,17,9/9/2018 0:00,Regular,0,160,0,ORSFC0017,2018,N,17,ORSFC,Klamath Mountains,Klamath/Siskiyou,Steve Fork Carberry Creek,Josephine/Jackson,"CA,OR",Oregon-Washington Coastal,Pacific Northwest Region,Southern Oregon Coastal,Applegate,300,9,1,190,82,281,3,0.33,63.33,27.33,93.67,14,43,123.92,829,1049,1933,884,1479.112732,186.7575324,1479,829,ORSFC,17,16.38429865,0.754894495,43.48544693,42.73055243,23.71150578,6.828751582,24.14111519,56.3754818,9.236727303,23936377,ORSFC,Region17,16.803,38.7271955,19.97252812,1471.4066,602.765,0.2715,0,56,0,0,0,15.09,0,0,0,0,0,0,84.91,0,0,0,0,0,0,0,406.579,0.0071,0.039,13.60059519,3.320816889,1582.152593,8.46331882,78.9438,0.046,0.0148,2.3678,2.0624,12.1709,1.6294,63.1067,2.9909,0.149,0.0429,4.5801,4.271831816,182.88,86.50806642,2.332730584,0.6274,1409.838947,8.302068198,8.680624312,1167.575089,Region17,3.1212,0.8232,0.049549715,0.04193072,Sedimentary Clastic,2,ORSFC,160,829,ORSFC,17,16.38429865,23936377,ORSFC,1.771,20700,15895.12296,2503800,0.25234124,0.142485172,1.302286245,0,Confined,6.271,139.6374024,72.64049504,5.567596007,2562,ORSFC0017,2018,160,37.5,12.5,33.33,43.41,ORSFC0017,11,14362000,16322.05585,16.32205585,ORSFC,17,9/9/2018 0:00,Regular,0,160,0,NA,2018,N,9/9/2018,9/9/2018
2506,2018ORSFM1006,ORSFM,6,7/28/2018 0:00,Regular,0,160,0,ORSFM0006,2018,N,6,ORSFM,NA,Western Cascades,Elk Creek-South Fork McKenzie River,Lane,OR,Willamette,Pacific Northwest Region,Willamette,Mckenzie,300,265,0,24,10,299,88.33,0,8,3.33,99.67,0.031,0.031,0.031,1411,1526,1575,49,1547.487805,15.12730039,1545,1412, ,0,0.036876908,2.134299994,11.37191486,9.23761487,6.662134252,3.043264629,6.893893242,NA,NA,NA,ORSFM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01510601,0.02171642,Unconsolidated,1,ORSFM,160,1412, ,0,0.036876908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.845,139.1431369,82.97680238,4.617774405,2563,ORSFM0006,2018,160,12.5,0,0,10.02,ORSFM0006,30,14159200,25875.52916,25.87552916,ORSFM,6,7/28/2018 0:00,Regular,0,160,0,NA,2018,N,7/28/2018,7/28/2018
